user_id,name,age,gender,resident_num,subject,hire_date,profile,ai_type,nationality
1024,John Garcia,53,F,930-12-7777,Science Teacher,1999-10-17,"John is a Science Teacher at Lakeside School, with 26 years of total experience.","{""fte"": ""Part-time"", ""salary"": 89730, ""certificate"": ""Standard"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 26}",Singapore
1025,Sarah Lee,48,F,496-28-4271,Science Teacher,1999-09-25,"Sarah is a Science Teacher at Greenwood MS, with 26 years of total experience.","{""fte"": ""Full-time"", ""salary"": 44307, ""certificate"": ""Standard"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 26}",Philippines
1026,David Kim,48,F,766-35-8460,Science Teacher,2014-01-19,"David is a Science Teacher at Greenwood MS, with 11 years of total experience.","{""fte"": ""Full-time"", ""salary"": 94583, ""certificate"": ""Emergency"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 11}",USA
1027,Sarah Smith,49,F,309-16-9343,Math Teacher,2006-08-15,"Sarah is a Math Teacher at Lakeside School, with 19 years of total experience.","{""fte"": ""Full-time"", ""salary"": 74353, ""certificate"": ""Emergency"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 19}",South Africa
1028,David Kim,45,F,325-76-5094,Science Teacher,2018-08-26,"David is a Science Teacher at Highland HS, with 7 years of total experience.","{""fte"": ""Part-time"", ""salary"": 97235, ""certificate"": ""Standard"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 7}",UK
1029,Alex Garcia,39,M,862-43-5656,Math Teacher,2016-06-02,"Alex is a Math Teacher at Greenwood MS, with 9 years of total experience.","{""fte"": ""Full-time"", ""salary"": 89765, ""certificate"": ""Provisional"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 9}",Canada
1030,Alex Lee,39,F,509-40-2064,English Teacher,1995-06-13,"Alex is a English Teacher at Greenwood MS, with 30 years of total experience.","{""fte"": ""Part-time"", ""salary"": 111164, ""certificate"": ""Standard"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 30}",Canada
1031,John Brown,40,F,366-11-7735,Math Teacher,2013-12-04,"John is a Math Teacher at Highland HS, with 12 years of total experience.","{""fte"": ""Full-time"", ""salary"": 58747, ""certificate"": ""Provisional"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 12}",Philippines
1032,Sarah Lee,60,F,985-38-3970,Math Teacher,2019-06-22,"Sarah is a Math Teacher at Lakeside School, with 6 years of total experience.","{""fte"": ""Part-time"", ""salary"": 97861, ""certificate"": ""Provisional"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 6}",Ireland
1033,Emily Smith,47,M,550-15-9811,Science Teacher,2001-02-26,"Emily is a Science Teacher at Highland HS, with 24 years of total experience.","{""fte"": ""Part-time"", ""salary"": 116448, ""certificate"": ""Emergency"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 24}",Australia
1034,Emily Lee,51,F,515-72-4675,Math Teacher,2006-02-06,"Emily is a Math Teacher at Highland HS, with 19 years of total experience.","{""fte"": ""Full-time"", ""salary"": 105335, ""certificate"": ""Standard"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 19}",USA
1035,Emily Lee,52,F,422-43-6518,Science Teacher,1997-04-20,"Emily is a Science Teacher at Highland HS, with 28 years of total experience.","{""fte"": ""Part-time"", ""salary"": 56398, ""certificate"": ""Standard"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 28}",South Africa
1036,Sarah Lee,50,M,885-46-5025,Math Teacher,2014-12-28,"Sarah is a Math Teacher at Greenwood MS, with 11 years of total experience.","{""fte"": ""Part-time"", ""salary"": 67804, ""certificate"": ""Standard"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 11}",Australia
1037,David Kim,49,M,474-26-6235,Science Teacher,2024-04-07,"David is a Science Teacher at Highland HS, with 1 years of total experience.","{""fte"": ""Full-time"", ""salary"": 107795, ""certificate"": ""Emergency"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 1}",USA
1038,David Kim,56,M,955-52-5320,Science Teacher,1999-06-09,"David is a Science Teacher at Greenwood MS, with 26 years of total experience.","{""fte"": ""Full-time"", ""salary"": 45082, ""certificate"": ""Provisional"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 26}",Singapore
1039,David Garcia,31,F,574-45-4076,Math Teacher,2023-02-06,"David is a Math Teacher at Greenwood MS, with 2 years of total experience.","{""fte"": ""Full-time"", ""salary"": 90225, ""certificate"": ""Emergency"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 2}",South Africa
1040,Sarah Kim,36,M,704-69-8375,English Teacher,2003-07-26,"Sarah is a English Teacher at Lakeside School, with 22 years of total experience.","{""fte"": ""Full-time"", ""salary"": 45481, ""certificate"": ""Standard"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 22}",New Zealand
1041,John Smith,38,F,277-35-4410,English Teacher,1999-07-20,"John is a English Teacher at Lakeside School, with 26 years of total experience.","{""fte"": ""Full-time"", ""salary"": 114798, ""certificate"": ""Emergency"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 26}",Singapore
1042,David Kim,52,M,353-88-8703,Math Teacher,2005-03-17,"David is a Math Teacher at Greenwood MS, with 20 years of total experience.","{""fte"": ""Part-time"", ""salary"": 82817, ""certificate"": ""Standard"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 20}",New Zealand
1043,Sarah Kim,49,M,699-60-3560,Math Teacher,2002-04-01,"Sarah is a Math Teacher at Highland HS, with 23 years of total experience.","{""fte"": ""Full-time"", ""salary"": 114868, ""certificate"": ""Emergency"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 23}",New Zealand
1044,Sarah Brown,49,M,585-24-4156,Math Teacher,2010-06-01,"Sarah is a Math Teacher at Greenwood MS, with 15 years of total experience.","{""fte"": ""Part-time"", ""salary"": 55932, ""certificate"": ""Provisional"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 15}",Ireland
1045,Alex Brown,53,M,689-17-1081,English Teacher,2003-03-01,"Alex is a English Teacher at Greenwood MS, with 22 years of total experience.","{""fte"": ""Part-time"", ""salary"": 77263, ""certificate"": ""Provisional"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 22}",India
1046,Alex Garcia,40,M,169-12-8590,Math Teacher,2017-10-08,"Alex is a Math Teacher at Lakeside School, with 8 years of total experience.","{""fte"": ""Part-time"", ""salary"": 109392, ""certificate"": ""Provisional"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 8}",Philippines
1047,Emily Lee,37,M,786-95-2098,Science Teacher,2024-11-19,"Emily is a Science Teacher at Highland HS, with 1 years of total experience.","{""fte"": ""Part-time"", ""salary"": 69994, ""certificate"": ""Provisional"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 1}",UK
1048,Emily Lee,42,M,625-51-4770,English Teacher,2012-07-21,"Emily is a English Teacher at Lakeside School, with 13 years of total experience.","{""fte"": ""Full-time"", ""salary"": 104816, ""certificate"": ""Provisional"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 13}",Australia
1049,Alex Garcia,59,F,956-66-1564,English Teacher,2004-04-05,"Alex is a English Teacher at Greenwood MS, with 21 years of total experience.","{""fte"": ""Full-time"", ""salary"": 60424, ""certificate"": ""Emergency"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 21}",Ireland
1050,Sarah Smith,46,M,580-52-7430,Science Teacher,2007-10-09,"Sarah is a Science Teacher at Greenwood MS, with 18 years of total experience.","{""fte"": ""Part-time"", ""salary"": 76538, ""certificate"": ""Provisional"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 18}",New Zealand
1051,Sarah Kim,34,F,557-93-2471,Science Teacher,1998-11-03,"Sarah is a Science Teacher at Lakeside School, with 27 years of total experience.","{""fte"": ""Part-time"", ""salary"": 116097, ""certificate"": ""Standard"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 27}",Ireland
1052,Alex Brown,54,M,229-59-7440,Science Teacher,2023-09-25,"Alex is a Science Teacher at Highland HS, with 2 years of total experience.","{""fte"": ""Full-time"", ""salary"": 44372, ""certificate"": ""Provisional"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 2}",Australia
1053,Emily Kim,46,F,358-70-1574,Science Teacher,2016-10-23,"Emily is a Science Teacher at Highland HS, with 9 years of total experience.","{""fte"": ""Part-time"", ""salary"": 56504, ""certificate"": ""Standard"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 9}",Australia
1054,Alex Lee,36,F,588-82-1859,Science Teacher,2024-03-12,"Alex is a Science Teacher at Greenwood MS, with 1 years of total experience.","{""fte"": ""Part-time"", ""salary"": 119597, ""certificate"": ""Provisional"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 1}",Singapore
1055,Sarah Brown,47,F,674-80-9465,Science Teacher,2011-07-07,"Sarah is a Science Teacher at Lakeside School, with 14 years of total experience.","{""fte"": ""Full-time"", ""salary"": 63802, ""certificate"": ""Standard"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 14}",Australia
1056,David Kim,42,M,684-12-9911,Math Teacher,2010-05-17,"David is a Math Teacher at Highland HS, with 15 years of total experience.","{""fte"": ""Full-time"", ""salary"": 82663, ""certificate"": ""Provisional"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 15}",Ireland
1057,Alex Garcia,33,F,400-25-7359,Science Teacher,2014-08-20,"Alex is a Science Teacher at Highland HS, with 11 years of total experience.","{""fte"": ""Part-time"", ""salary"": 44453, ""certificate"": ""Emergency"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 11}",USA
1058,John Garcia,47,F,547-26-3634,English Teacher,2018-03-10,"John is a English Teacher at Highland HS, with 7 years of total experience.","{""fte"": ""Part-time"", ""salary"": 87729, ""certificate"": ""Standard"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 7}",Canada
1059,Sarah Lee,33,F,806-85-6409,English Teacher,2010-12-28,"Sarah is a English Teacher at Lakeside School, with 15 years of total experience.","{""fte"": ""Full-time"", ""salary"": 63894, ""certificate"": ""Provisional"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 15}",India
1060,John Smith,52,F,753-22-2905,English Teacher,2020-06-05,"John is a English Teacher at Greenwood MS, with 5 years of total experience.","{""fte"": ""Part-time"", ""salary"": 89686, ""certificate"": ""Standard"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 5}",India
1061,David Brown,56,M,365-66-6981,Math Teacher,2007-02-26,"David is a Math Teacher at Highland HS, with 18 years of total experience.","{""fte"": ""Full-time"", ""salary"": 119040, ""certificate"": ""Emergency"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 18}",India
1062,David Kim,46,M,593-73-3132,English Teacher,2018-11-16,"David is a English Teacher at Greenwood MS, with 7 years of total experience.","{""fte"": ""Full-time"", ""salary"": 82671, ""certificate"": ""Standard"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 7}",Ireland
1063,Emily Kim,35,F,137-94-7446,Science Teacher,2007-03-02,"Emily is a Science Teacher at Lakeside School, with 18 years of total experience.","{""fte"": ""Part-time"", ""salary"": 86504, ""certificate"": ""Emergency"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 18}",New Zealand
1064,Emily Brown,39,F,422-55-4013,Science Teacher,2000-02-03,"Emily is a Science Teacher at Greenwood MS, with 25 years of total experience.","{""fte"": ""Part-time"", ""salary"": 45191, ""certificate"": ""Provisional"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 25}",India
1065,Emily Brown,38,M,807-72-1242,Math Teacher,1996-04-08,"Emily is a Math Teacher at Highland HS, with 29 years of total experience.","{""fte"": ""Part-time"", ""salary"": 115217, ""certificate"": ""Emergency"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 29}",Australia
1066,David Smith,49,M,874-34-6261,Math Teacher,2017-04-12,"David is a Math Teacher at Lakeside School, with 8 years of total experience.","{""fte"": ""Part-time"", ""salary"": 68176, ""certificate"": ""Emergency"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 8}",Australia
1067,Sarah Lee,48,F,225-14-5022,Science Teacher,2004-07-16,"Sarah is a Science Teacher at Lakeside School, with 21 years of total experience.","{""fte"": ""Full-time"", ""salary"": 71716, ""certificate"": ""Provisional"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 21}",Singapore
1068,John Kim,35,M,214-32-6683,English Teacher,2013-05-26,"John is a English Teacher at Highland HS, with 12 years of total experience.","{""fte"": ""Part-time"", ""salary"": 57152, ""certificate"": ""Standard"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 12}",India
1069,David Brown,31,M,487-83-8852,Math Teacher,2015-02-02,"David is a Math Teacher at Greenwood MS, with 10 years of total experience.","{""fte"": ""Part-time"", ""salary"": 104155, ""certificate"": ""Standard"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 10}",USA
1070,Alex Brown,42,M,550-32-9747,Science Teacher,2013-07-03,"Alex is a Science Teacher at Highland HS, with 12 years of total experience.","{""fte"": ""Full-time"", ""salary"": 87644, ""certificate"": ""Provisional"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 12}",Philippines
1071,Emily Lee,38,F,336-94-4304,Science Teacher,2001-05-11,"Emily is a Science Teacher at Greenwood MS, with 24 years of total experience.","{""fte"": ""Full-time"", ""salary"": 65300, ""certificate"": ""Standard"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 24}",India
1072,David Garcia,55,F,183-46-9478,Math Teacher,2001-09-14,"David is a Math Teacher at Lakeside School, with 24 years of total experience.","{""fte"": ""Part-time"", ""salary"": 108090, ""certificate"": ""Provisional"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 24}",Singapore
1073,Emily Garcia,51,F,492-42-1825,Science Teacher,1999-06-08,"Emily is a Science Teacher at Lakeside School, with 26 years of total experience.","{""fte"": ""Full-time"", ""salary"": 47070, ""certificate"": ""Provisional"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 26}",USA
1074,David Lee,52,M,946-94-6066,Math Teacher,2019-07-11,"David is a Math Teacher at Lakeside School, with 6 years of total experience.","{""fte"": ""Part-time"", ""salary"": 92535, ""certificate"": ""Standard"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 6}",Ireland
1075,David Kim,53,M,793-85-1260,English Teacher,2016-06-13,"David is a English Teacher at Highland HS, with 9 years of total experience.","{""fte"": ""Part-time"", ""salary"": 89593, ""certificate"": ""Standard"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 9}",India
1076,Alex Garcia,58,M,880-96-5496,English Teacher,2007-04-17,"Alex is a English Teacher at Highland HS, with 18 years of total experience.","{""fte"": ""Full-time"", ""salary"": 104857, ""certificate"": ""Standard"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 18}",Singapore
1077,David Brown,39,M,949-24-5231,Math Teacher,1998-05-20,"David is a Math Teacher at Lakeside School, with 27 years of total experience.","{""fte"": ""Part-time"", ""salary"": 52927, ""certificate"": ""Emergency"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 27}",India
1078,John Brown,41,F,821-17-7793,Science Teacher,2004-08-14,"John is a Science Teacher at Highland HS, with 21 years of total experience.","{""fte"": ""Part-time"", ""salary"": 96075, ""certificate"": ""Emergency"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""No"", ""experience_total"": 21}",USA
1079,Alex Smith,34,M,597-54-3077,Math Teacher,2012-10-10,"Alex is a Math Teacher at Lakeside School, with 13 years of total experience.","{""fte"": ""Part-time"", ""salary"": 111650, ""certificate"": ""Emergency"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""No"", ""experience_total"": 13}",USA
1080,Alex Kim,60,M,957-19-5593,English Teacher,2014-11-26,"Alex is a English Teacher at Highland HS, with 11 years of total experience.","{""fte"": ""Part-time"", ""salary"": 80212, ""certificate"": ""Emergency"", ""subcategory"": ""Elementary"", ""teaching_route"": ""Alternate"", ""highly_qualified"": ""Yes"", ""experience_total"": 11}",USA
1081,David Garcia,55,M,304-49-2920,Math Teacher,2002-07-06,"David is a Math Teacher at Greenwood MS, with 23 years of total experience.","{""fte"": ""Part-time"", ""salary"": 62554, ""certificate"": ""Emergency"", ""subcategory"": ""Secondary"", ""teaching_route"": ""Traditional"", ""highly_qualified"": ""Yes"", ""experience_total"": 23}",Canada
